parameter_id,IMPC_GEO_048_002
gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_name,Anophthalmia
pvalue,0.6404166
mouse_life_stage,Middle aged adult
analysis_id,yfj1xbr79o55ag9
gene_accession_id,MGI:2446274
