mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Hpca
parameter_id,ESLIM_011_001_007
pvalue,0.3226178
analysis_id,3902v5n1tp8n20a
gene_accession_id,MGI:1336200
parameter_name,PP1 + pulse startle magnitude
