parameter_name,Whole arena resting time
mouse_strain,C57BL
pvalue,0.5659164
gene_symbol,Usp37
gene_accession_id,MGI:2442483
parameter_id,IMPC_OFD_007_001
analysis_id,shtr0w56130p4ta
mouse_life_stage,Early adult
