parameter_name,Periphery distance travelled
pvalue,0
mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
mouse_life_stage,Late adult
parameter_id,HRWLLA_OFD_010_001
analysis_id,6nlm873ds823138
