parameter_id,MGP_PBI_032_001
gene_symbol,Tnni1
mouse_life_stage,Early adult
pvalue,0.44196
mouse_strain,C57BL
analysis_id,2lc5858zeu3y438
gene_accession_id,MGI:105073
parameter_name,CD4+ KLRG1+ alpha beta T cell number
