gene_symbol,Col11a1
parameter_name,CD8 CD44-CD62L+ T cells
mouse_life_stage,E18.5
parameter_id,IMPC_IMM_034_001
analysis_id,10a0eb6qih26npo
gene_accession_id,MGI:88446
pvalue,0.4913824
mouse_strain,C57BL
