mouse_life_stage,Late adult
analysis_id,916yelkm4df2505
parameter_id,MGP_MLN_031_001
gene_accession_id,MGI:1917604
parameter_name,Total NK cells - % of CD45+
mouse_strain,C57BL
gene_symbol,Secisbp2l
pvalue,0.4077235
