parameter_name,Startle response
pvalue,0.3691102
analysis_id,2sx5n5627x5g903
gene_symbol,Trdmt1
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HMGULA_SHI_009_001
