parameter_name,Periphery resting time
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,o5s6v387w13063v
parameter_id,IMPC_OFD_011_001
pvalue,0.4851586
gene_symbol,Ddx27
