mouse_strain,129SV
pvalue,0.8776723
analysis_id,dk8l3yw698fbwl3
parameter_id,IMPC_EYE_017_001
mouse_life_stage,Early adult
gene_symbol,Arpc2
parameter_name,Lens Opacity
gene_accession_id,MGI:1923959
