parameter_name,Total cholesterol
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
mouse_strain,C57BL
parameter_id,IMPC_CBC_015_001
analysis_id,9w744aj3g2s733c
pvalue,0.7910855
mouse_life_stage,Early adult
