parameter_id,MGP_IMM_100_001
pvalue,0.5123677
gene_accession_id,MGI:1332236
gene_symbol,Cds2
mouse_life_stage,Early adult
analysis_id,37t53994856g0lv
mouse_strain,129SV
parameter_name,Resting NK cells - % of CD45+
