parameter_id,IMPC_IMM_052_001
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
analysis_id,jcrtb80ktx1mt96
mouse_strain,C57BL
gene_symbol,Bach2
pvalue,0.6432727
parameter_name,Eosinophils
