parameter_id,MGP_BMI_014_001
mouse_strain,C57BL
analysis_id,4219zk0bk1ldn82
gene_symbol,Trp53i11
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.4241058
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
