parameter_id,IMPC_HEM_039_001
mouse_life_stage,Early adult
pvalue,0.8348169
gene_accession_id,MGI:1916222
mouse_strain,C57BL
gene_symbol,Tatdn3
analysis_id,b3am2ao59b162s2
parameter_name,Large Unstained Cell (LUC) count
