gene_symbol,Zmynd8
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:1918025
analysis_id,t89o2300pp79s6q
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_CSD_030_001
pvalue,0.4294623
