gene_symbol,Cdin1
mouse_strain,C57BL
pvalue,0.7067588
mouse_life_stage,E9.5
analysis_id,l2y906jzbw94o6x
gene_accession_id,MGI:3026886
parameter_id,MGP_MLN_032_001
parameter_name,Effector NK cells - % of NK cells
