gene_symbol,Inpp1
parameter_id,IMPC_IMM_065_001
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:104848
analysis_id,r10u245vp4446py
pvalue,0.3818906
parameter_name,B2B Cells
