parameter_name,Dark side time spent
analysis_id,v4a2fymlhc76qh8
mouse_strain,C57BL
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_id,JAX_LDT_004_001
pvalue,0.9097655
mouse_life_stage,Late adult
