parameter_id,IMPC_GEO_064_001
parameter_name,Edema
analysis_id,s8l55hiu285007v
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,1.372528
