gene_symbol,Rap2b
parameter_id,IMPC_XRY_033_001
mouse_strain,C57BL
pvalue,0.9559546
gene_accession_id,MGI:1921262
parameter_name,Tibia length
analysis_id,465mvdy4o3uch2a
mouse_life_stage,Early adult
