parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
pvalue,0.1614482
parameter_name,Prepulse inhibition - PP4
gene_accession_id,MGI:95457
analysis_id,23w9pyw770a9022
mouse_life_stage,E15.5
gene_symbol,Mecom
