parameter_name,Periphery resting time
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
pvalue,0.8817011
parameter_id,ESLIM_007_001_007
mouse_strain,C57BL
analysis_id,66a8051k9uc15mn
