gene_symbol,Sla2
mouse_life_stage,Early adult
gene_accession_id,MGI:1925049
parameter_id,MGP_MLN_021_001
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,3cnd06r4c49zkz5
pvalue,0.4074743
mouse_strain,C57BL
