gene_symbol,Plcb1
parameter_id,MGP_MLN_014_001
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:97613
pvalue,0.5415173
analysis_id,kupr6186azq5631
mouse_strain,C57BL
mouse_life_stage,Late adult
