gene_symbol,Slc17a9
parameter_id,HRWLLA_OFD_020_001
gene_accession_id,MGI:1919107
mouse_strain,C57BL
parameter_name,Distance travelled - total
pvalue,0.3489169
analysis_id,920cm4f22g6gxxh
mouse_life_stage,Early adult
