parameter_name,Periphery average speed
gene_symbol,Dnaaf9
pvalue,0.7298324
mouse_strain,C57BL
analysis_id,gyawa89z8u835d9
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
parameter_id,IMPC_OFD_013_001
