parameter_id,IMPC_GEO_009_002
analysis_id,052zm0zw9045mv3
parameter_name,Hemorrhage
mouse_strain,C57BL
pvalue,0.8975646
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
gene_symbol,Tiprl
