mouse_strain,C57BL
parameter_id,HRWLLA_CBC_014_001
gene_accession_id,MGI:88461
analysis_id,3q2fl9n927qnhg8
pvalue,0.6320522
gene_symbol,Col6a3
parameter_name,Alkaline phosphatase
mouse_life_stage,Early adult
