gene_symbol,Cdin1
parameter_id,MGP_PBI_002_001
mouse_life_stage,Early adult
analysis_id,pdop8c71cj3r4fz
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_name,Alpha beta T cell percentage
pvalue,0.3210865
