gene_symbol,Eprs1
parameter_name,Tremor
pvalue,0.3339754
gene_accession_id,MGI:97838
mouse_strain,C57BL
analysis_id,a2xf3r4019uygo6
parameter_id,TCPLA_CSD_030_001
mouse_life_stage,E9.5
