gene_symbol,Snap23
pvalue,0.2344865
parameter_name,Startle response
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_id,MGP_CSD_008_001
mouse_life_stage,Late adult
analysis_id,pzhiq624jc04tsq
