mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Mapkap1
parameter_name,Coat - hair texture / appearance - abdomen
parameter_id,IMPC_CSD_016_001
pvalue,0.6518388
gene_accession_id,MGI:2444554
analysis_id,03684m8b25626vh
