gene_symbol,Zfp683
gene_accession_id,MGI:3650254
parameter_name,Lean mass
parameter_id,IMPC_DXA_003_001
pvalue,0.7303411
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,99u2s21g8x9e3gk
