parameter_name,Total cholesterol
gene_symbol,Rab13
pvalue,0.1144552
parameter_id,IMPC_CBC_015_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1927232
mouse_strain,C57BL
analysis_id,b3ry80qgg0k7nvu
