gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Total B cells - % of CD45+
parameter_id,MGP_IMM_041_001
mouse_strain,C57BL
pvalue,0.8051317
analysis_id,962v85z5v078x6x
mouse_life_stage,E15.5
