mouse_life_stage,E18.5
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell number
pvalue,0.2669508
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,06j5x06576icmj1
parameter_id,MGP_PBI_029_001
gene_symbol,Lpgat1
