parameter_id,IMPC_GEP_017_001
gene_symbol,Trp53i11
analysis_id,51800zg572de4qj
pvalue,0.2040053
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
parameter_name,Facial Morphology
mouse_strain,C57BL
