gene_symbol,Serinc3
mouse_life_stage,Early adult
analysis_id,54d3o1r2a89gl0u
parameter_id,IMPC_CBC_013_001
mouse_strain,C57BL
gene_accession_id,MGI:1349457
parameter_name,Alanine aminotransferase
pvalue,0.7458579
