parameter_id,MGP_IMM_130_001
mouse_life_stage,E18.5
pvalue,0.91064
analysis_id,cfh7mt60h3cn12d
parameter_name,CD11b-low cDC - % of CD45+
mouse_strain,C57BL
gene_symbol,Nanp
gene_accession_id,MGI:1914561
