gene_symbol,Slc2a8
analysis_id,215d2h48tp55wdl
parameter_name,Stroke Volume
mouse_strain,C57BL
parameter_id,IMPC_ECH_003_001
pvalue,0.9417558
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
