parameter_name,Whole arena resting time
analysis_id,9gd4do347ma82a4
parameter_id,HRWLLA_OFD_007_001
gene_symbol,Slc39a10
pvalue,0.9575307
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
mouse_strain,C57BL
