gene_symbol,Ahcy
pvalue,0.5988301
parameter_name,Haemoglobin
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,za88j6yq027p5gr
parameter_id,ESLIM_016_001_003
gene_accession_id,MGI:87968
