gene_symbol,Bdh2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
analysis_id,9e6tz8l3f98hs16
parameter_name,Conditioning Baseline % Freezing Time
gene_accession_id,MGI:1917022
pvalue,0.1182308
