parameter_id,HMGULA_CBC_015_001
gene_symbol,Etfdh
parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.1327018
analysis_id,z4h32969233a903
gene_accession_id,MGI:106100
mouse_life_stage,Early adult
