pvalue,0.6375143
gene_accession_id,MGI:2685266
analysis_id,7l73s4h868194w8
gene_symbol,Pglyrp3
mouse_strain,C57BL
parameter_id,IMPC_IMM_052_001
mouse_life_stage,Early adult
parameter_name,Eosinophils
