pvalue,0.4581783
gene_accession_id,MGI:109585
analysis_id,z69i368e436rs2v
mouse_life_stage,Early adult
gene_symbol,Pld1
mouse_strain,C57BL
parameter_id,TCPLA_GRS_011_001
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
