pvalue,0.6927877
analysis_id,uf7s1er50mf0x26
gene_symbol,Fpgs
parameter_name,Resting Treg cells - % of CD45+
parameter_id,MGP_MLN_071_001
mouse_strain,C57BL
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
