mouse_life_stage,E18.5
gene_symbol,Nanp
parameter_id,IMPC_HEM_003_001
pvalue,0.4908993
mouse_strain,C57BL
parameter_name,Hemoglobin
analysis_id,0791f2f63ax8541
gene_accession_id,MGI:1914561
