gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_id,MGP_PBI_031_001
analysis_id,u4n0q74pn2i9429
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.1632105
parameter_name,KLRG1+ mature NK cell number
