gene_symbol,Zmynd8
mouse_life_stage,Early adult
pvalue,0.5052506
analysis_id,wi8d0f72r2uem9q
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
mouse_strain,C57BL
gene_accession_id,MGI:1918025
