gene_symbol,Pex19
parameter_id,MGP_IMM_121_001
analysis_id,p07zp3o9v3clxrk
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
parameter_name,Macrophages - % of CD45+
pvalue,0.5253
mouse_strain,C57BL
