parameter_name,White blood cell count
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,tag3185vj124e0u
pvalue,0.5960136
parameter_id,IMPC_HEM_001_001
gene_symbol,Atf3
gene_accession_id,MGI:109384
