parameter_id,IMPC_ACS_037_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.4571916
gene_accession_id,MGI:1336200
analysis_id,f8e94l6546282w9
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,Hpca
