parameter_name,Eye
mouse_life_stage,Early adult
analysis_id,715np46261u2ip8
gene_accession_id,MGI:1919137
pvalue,0.9165864
parameter_id,M-G-P_014_001_001
gene_symbol,Ppm1j
mouse_strain,C57BL
