pvalue,0.7596697
analysis_id,j9cgpsk468zghh2
parameter_id,MGP_BMI_019_001
gene_symbol,Clvs1
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
mouse_strain,C57BL
