gene_symbol,Dcaf12
analysis_id,5t4d3b6fqep1mtc
parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:1916220
pvalue,0.1351034
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Body Weight
