gene_symbol,Lpgat1
pvalue,0.3265411
parameter_name,Calcium
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_id,HMGULA_CBC_009_001
analysis_id,96os9d7us94j4ah
mouse_life_stage,Late adult
