parameter_id,IMPC_ECG_006_001
parameter_name,PR
mouse_life_stage,E15.5
pvalue,0.2222802
analysis_id,i4l6aah68sz988a
gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
