parameter_id,ESLIM_001_001_117
mouse_strain,C57BL
gene_accession_id,MGI:1888742
analysis_id,n2m569142zrt772
pvalue,0.1174837
gene_symbol,EXTL1
mouse_life_stage,Early adult
parameter_name,eye size
