parameter_id,MGP_BMI_014_001
gene_symbol,Frmpd1
mouse_strain,C57BL
analysis_id,u7300r0sw8w8z4s
pvalue,0.6279935
gene_accession_id,MGI:2446274
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_life_stage,Early adult
