mouse_life_stage,Early adult
gene_accession_id,MGI:1913838
gene_symbol,Cmpk1
parameter_id,IMPC_ECH_001_001
analysis_id,p98550491i1p7y9
parameter_name,End-Systolic Diameter
mouse_strain,C57BL
pvalue,0.9817039
