parameter_id,MGP_IMM_015_001
gene_accession_id,MGI:2444113
mouse_strain,C57BL
analysis_id,c4twgqncqzp9wvo
gene_symbol,Nemp2
parameter_name,Resting CD8+ T cells - % of CD8+
pvalue,0.8448104
mouse_life_stage,Early adult
