parameter_id,IMPC_CBC_010_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Cpa3
gene_accession_id,MGI:88479
pvalue,0.5812572
analysis_id,npa8nnd4452yoc8
parameter_name,Phosphorus
